Doctor Identifier,Risk
596935281,0.411755182340652
869367773,0.43599444469701
985317870,0.460737887323429
152323990,0.519867031809175
695479203,0.631016707903112
757370048,0.422450859788078
226195925,0.482671501806337
338121337,0.435729708475266
592480476,0.459104946054366
215908907,0.424605856299277
987881470,0.460952719738671
584920079,0.479939415124925
506091059,0.530955188773964
142284612,0.453990860659028
470272705,0.480347665731704
465416390,0.437539185343283
985494052,0.458174577703781
686706771,0.404909850290899
673694232,0.53751821181941
532014181,0.574715909486752
405475681,0.583625410526613
228011018,0.452454191296112
683467703,0.509863712874255
987794778,0.45682055795264
538676018,0.504044101018433
463410563,0.446110957246594
431793873,0.44645048992639
557072389,0.409113518733046
628984684,0.4662327751885
472604952,0.471402043284768
653596648,0.659382985237231
150641010,0.469214495158487
382482264,0.489254828604791
439207772,0.445192279944385
155908713,0.434662246242025
132984673,0.440082188011066
806355633,0.48587757787459
938344571,0.482556096039735
748034269,0.480281262881634
911109123,0.512911099891975
674809114,0.448303566624914
728175403,0.513078269415196
500529407,0.534009435081482
439946932,0.521834587345528
953965258,0.426285025126242
949757198,0.452404687420107
861248961,0.527032142924143
519953140,0.474223030467574
243464697,0.443718391334887
787520710,0.501601781179888
323949312,0.40579741400063
499498322,0.476385183669162
112040943,0.516195150894704
439828715,0.40951829123116
456675315,0.46510486546957
746061828,0.536127821613532
191035718,0.488227812709058
701093137,0.473648833133725
152836211,0.458911633233013
593440735,0.492058119630421
506486907,0.542521425738735
891662300,0.591792452333962
116995221,0.417344058503681
247964032,0.454336068918841
570177691,0.462180311337509
839698954,0.539234669235534
288582160,0.47617058271117
762702828,0.485764883974431
761644444,0.418930042303076
889711836,0.468121124457088
926150440,0.529667597625015
637765737,0.483492788400525
864807911,0.531736526550181
964745492,0.404090343004761
941632501,0.483687489696225
849418599,0.584156142877066
950560708,0.449083962500197
643819132,0.460102656381497
437974463,0.486789534816601
113698861,0.41977616365077
145821682,0.408490326678542
749597580,0.425067310904716
881322687,0.467196243971421
937410976,0.544637442538763
248500991,0.40241292371302
847462865,0.466250912511614
834725136,0.395644977554496
738709252,0.482104928666136
888454161,0.428204005570728
965930819,0.49707034966914
