Doctor Identifier,Risk
100068986,1.87860282103867e-05
100111109,8.89513306348453e-05
100191187,1.30528020779725e-05
100221241,5.63132492659509e-05
100270900,5.07456435539546e-05
100333837,2.66261954548546e-05
100336958,5.05588294999915e-05
100360522,4.87847511916515e-05
100414312,0.000163752819627229
100500717,3.56116094367269e-05
100523519,5.23793254980555e-05
100538890,0.000118610923948146
100570261,3.90645728130581e-05
100570730,4.33975304280464e-06
100575818,4.9013332224172e-05
100663426,4.32611048377768e-05
100671167,1.37713125555368e-05
100719666,0.000397204072527877
100750431,4.87334256984968e-05
100835610,8.50523264397384e-05
100843341,2.18860526983079e-06
100953690,2.28697310820211e-05
101120911,2.41417799669751e-05
101170099,3.51106187384656e-05
101299765,2.70788883613538e-05
101334777,7.02643805293395e-06
101367176,9.95997120629251e-05
101386523,3.65532887853976e-05
101414783,5.76327296429927e-05
101489408,1.15001451052173e-05
101502506,1.2942190207287e-06
101536227,4.93237232638663e-05
101543350,4.20286483855552e-05
101584506,4.56479381547094e-05
101808270,4.54134687869716e-05
101862491,1.86897433371585e-05
102200979,3.02707064492991e-05
102201746,0.000103994143331645
102319534,7.1452656165472e-06
102479122,6.05290487324546e-05
102627216,4.43802915671416e-05
102662390,3.58887064256346e-05
102682099,8.12446867638056e-06
102748949,0.000210890944443875
102922770,7.70698098376525e-05
103045739,8.13608467282449e-05
103093035,9.50958641102893e-05
103128841,1.73172427534048e-05
103151826,1.61642239474696e-05
103192721,4.03695552044632e-05
103211263,3.1981378052691e-05
103269059,6.57363352092962e-05
103315984,1.01599154678781e-05
103324235,5.54884240878176e-07
103360307,6.99141735472437e-05
103478568,2.56290664106891e-05
103510857,6.42448188836328e-05
103548484,6.55512159814554e-05
103701943,0.000125598831404924
103758400,4.16789068468031e-05
103853612,2.86967938310823e-05
103958352,4.58367595348795e-05
103959864,6.84844927978358e-05
104081113,3.2312987211966e-05
104116137,2.77803267900636e-05
104149402,5.38444498354077e-05
104232774,3.92640967074862e-05
104238554,1.92629408837573e-05
104387956,2.95123612950185e-05
104421591,1.43228640892387e-05
104515679,3.90558005785576e-05
104586823,8.96159535997579e-05
104639528,4.89442482755295e-07
104730209,6.41948739078264e-05
104742639,0.000100292754967184
104927993,1.82961329604688e-05
104948682,3.8550465277459e-05
104967896,5.16755184271293e-05
104990824,6.7922958032894e-05
105028599,2.91955512063962e-06
105133657,8.59034635228865e-05
105144787,3.3649814521586e-05
105355399,0.000460676475580462
105394501,0.000101540840971123
105400167,9.20285442466103e-06
105401671,0.000190575696257897
105432640,2.0583708487858e-05
105452188,1.47099805154537e-05
105521392,3.98129752160974e-05
105591795,9.60034402606281e-06
105756760,1.41849908258759e-05
105805378,2.04196310645084e-05
105841361,3.17726559125853e-05
105941601,0.000407319391348268
105972571,9.11797573585319e-05
106000730,5.84516882924992e-05
106015094,9.02527415962897e-06
106086990,3.98421441083964e-05
106099256,1.03107489956236e-05
106122151,0.000184667841365078
106175556,6.71904908436588e-05
106328077,9.12958770614109e-05
106333806,1.21838196649472e-05
106336187,5.50628361268385e-05
106418865,6.24191379163456e-05
106419646,2.69287336080333e-05
106475004,2.32822377957318e-05
106481222,6.88970963533694e-05
106511020,6.13959584696642e-05
106601587,8.92104499515012e-05
106603638,2.38241273778071e-06
106653430,0.000141363036006665
106714239,4.60983983338523e-05
106724848,1.32571429702216e-06
106801003,4.95973793901156e-05
106814361,1.92226164676036e-06
106856361,4.0518633711114e-05
106894727,4.73229248930334e-05
106909101,6.13365824415803e-05
106935507,6.83023954940896e-05
107062960,3.32640443421699e-05
107076915,4.00732959648616e-05
107077951,6.96693010947176e-05
107086137,4.60668882816564e-05
107112954,0.000184660049822636
107184543,4.68795950623221e-05
107274881,9.31138784980463e-06
107406076,4.06319496144005e-05
107444833,9.24712093735552e-05
107517574,7.38164539142729e-06
107557395,5.2410524403796e-05
107585061,6.12328215761625e-05
107612727,0.000150624784869082
107787739,6.70930376254193e-05
107872884,5.65736795139684e-05
107902943,6.58460228715238e-05
107966872,5.25376177325584e-07
108041004,3.74972564727962e-05
108082939,2.30929376919459e-05
108207935,1.01251110528105e-05
108210774,1.26486808298416e-05
108238436,4.47221869393652e-05
108352150,4.57006951528874e-05
108408848,1.82896320816076e-05
108416407,5.31436392437978e-05
108486386,0.000132432408100945
108521921,1.18750459470869e-07
108552250,3.81144862006908e-05
108639618,0.000103148506754155
108681887,0.000120907671371962
108757314,4.90982645374371e-05
108771435,2.88941598218717e-05
108777515,4.76465819157275e-07
108942506,1.36045006183452e-05
108961680,4.91903210903439e-05
108998355,3.03739938806431e-05
109094402,0.000188562115466206
109094602,7.90618412817858e-05
109113778,9.95049276706119e-06
109154509,5.26637703235021e-07
109196762,8.06040058474298e-05
109206578,0.000133251196907412
109261494,2.09994847731049e-05
109315006,0.000483813222504894
109343338,1.76676999689409e-05
109367641,4.03775072356898e-05
109387269,0.000101035675571617
109413998,9.03701662579831e-05
109501114,9.30347496115347e-06
109511655,7.33520181814358e-05
109575622,5.46476237858233e-05
109744459,6.58765457313836e-05
109763298,7.02392731105891e-05
109789973,1.34021261597122e-05
109856847,8.44629585774393e-05
109859153,7.70572704018414e-05
109896775,1.17877012462356e-05
109906103,8.08645365486076e-05
109943064,8.33757617734122e-05
109955980,1.60774476468155e-05
110016546,8.78847152540691e-05
110040582,8.14832194504765e-05
110118525,6.23466316899969e-05
110253014,6.80071909196765e-05
110259983,5.83992375261687e-05
110306815,5.34192780643479e-05
110436033,8.36358006281497e-05
110447161,2.76819298513624e-05
110572566,7.93721062408207e-05
110623917,0.00013183984055284
110691214,3.90174267223964e-05
110753087,9.35929116096881e-05
110814123,5.64437859124921e-05
110855565,2.36843187349292e-05
110919979,1.39883178227524e-05
110976171,4.45460366578111e-05
110992575,9.48509047239647e-06
111017073,3.7275061444107e-06
111133688,1.41633311402539e-06
111152174,2.59040079671761e-05
111196947,1.6581478788297e-05
111219858,3.86177739185789e-05
111231613,4.21558204843892e-05
111245984,4.91460532885904e-06
111299166,6.24130370349821e-05
111348238,1.55677819412437e-05
111483073,3.58611509167699e-05
111623291,3.1130134021385e-06
111663681,2.40258946815868e-05
111754956,0.000136387918506841
111833778,0.000482713490560777
111880828,1.4846437754903e-05
111988259,8.05045802748219e-05
112040943,8.81263636777021e-06
112049064,4.22142022595367e-06
112117931,1.04613274697746e-05
112131662,5.15922932098666e-05
112184433,9.20421297425794e-05
112206793,6.85995311823375e-05
112263519,6.3739018144587e-05
112281729,7.39873031390377e-08
112396350,5.48476549829905e-05
112410174,4.43824243939311e-05
112420580,6.90050667690198e-05
112472286,9.48851258360497e-06
112493623,6.27244840301383e-05
112499194,8.62342274491781e-05
112616911,7.43355612389047e-05
112655588,5.30892247231247e-05
112745205,1.01331647174352e-05
112809044,1.34139682850911e-07
112822870,5.1150794121574e-05
112948924,5.36710452415519e-05
113014489,3.67602669299122e-05
113038048,6.63163109728611e-05
113178723,1.89108181413308e-05
113272284,0.000102350871185955
113276054,9.22790308019301e-05
113369637,6.39029799685421e-05
113380874,0.000226636522260335
113397967,2.9779620030402e-05
113434225,2.02596190932899e-05
113439413,1.48812245246225e-05
113477515,2.11888419335317e-05
113579966,0.000117892903978386
113582134,7.00293193995675e-05
113657997,0.00045546756181212
113686103,2.94342060937668e-05
113696362,8.98336619639633e-06
113697282,5.33123584278255e-05
113698861,6.27753425889644e-05
113705131,1.58225422641337e-06
113766396,8.5578379806927e-06
113865102,4.37610822326536e-05
113933204,1.03052256126549e-05
113984113,8.44026279842367e-05
114017629,8.82786176101891e-05
114061270,1.64334181474422e-06
114153083,1.84562656826286e-05
114203157,1.45237763602352e-05
114246798,2.13177745256288e-05
114292034,7.99618380995832e-06
114526996,3.7006477960763e-05
114629330,5.60594229231914e-05
114668141,2.9834457060312e-05
114683183,0.000103885886316266
114694117,1.32257918696947e-05
114785831,3.51306435088449e-05
114821976,1.63407258506788e-05
114869994,7.81452895111082e-05
114872990,5.24019442089777e-06
114883168,3.32190730017052e-05
114888471,9.23871699396175e-05
114891702,2.04405456727034e-05
114954016,4.26942106376697e-05
115031207,0.000151214464617593
115051993,6.73471395861855e-05
115236363,1.07841982752437e-05
115296197,5.45265034436227e-05
115600432,5.89451791958563e-05
115606820,0.000110092338571516
115764794,6.44064555758003e-05
115772358,4.51964438185353e-05
115801009,7.17203670368017e-05
115828793,7.52083662867813e-05
116012581,2.97400554966926e-05
116019061,9.8219079957195e-05
116046588,4.29759521690894e-05
116053963,8.62525261186191e-05
116055535,4.89061594978277e-06
116094863,2.46174877820075e-05
116100583,1.18512272303981e-05
116132416,0.000472449647617078
116302686,3.93969849122263e-05
116420201,7.16284037502939e-06
116431436,1.7249019820103e-05
116498805,8.39563863985558e-05
116678027,2.32223315036139e-05
116726063,7.20702856460619e-05
116795293,6.13439518281202e-05
116830938,6.48525108978979e-05
116848214,2.78086534912665e-06
116916043,4.74663891784614e-05
116959576,3.80787567493144e-05
116989927,0.000108358471130967
116995221,4.47579030268302e-05
117002860,5.86365589071086e-05
117016549,1.20817657242301e-05
117244685,7.29026316990247e-05
117265405,2.85520403031555e-06
117303372,7.35892949606855e-05
117388236,4.11957848510857e-05
