Doctor Identifier,Risk
677116443,0.494181614084323
637802642,0.415459775866231
683729254,0.387553581761232
815880270,0.458581505780371
215783724,0.515687653212553
524995924,0.394905544503505
352837859,0.513421695849208
760339412,0.389607671780578
883468007,0.706960339086561
133272981,0.622369220849291
535103419,0.726385090085243
803932128,0.398911346217915
240702895,0.392515863270311
571192481,0.491597826772301
187081658,0.651812971336601
277096243,0.369419658596156
728081521,0.371547229103408
723187663,0.624851709759783
361067407,0.427029679573911
610630502,0.40616397233392
830018836,0.385346582204976
679090675,0.379680872053959
337163563,0.512400239426199
203983479,0.40032600901985
375100593,0.400577606692195
263726389,0.662220476824438
639799929,0.449236252611729
247759780,0.576213169307727
433129141,0.499531383603602
366437683,0.40624902128894
360176861,0.430677222169075
653203516,0.566136875695776
281577298,0.686724025213328
329056182,0.401917603610633
886539872,0.462566211265033
681694783,0.572450799829612
408164498,0.446302459402019
689941037,0.39626054208748
634579399,0.584183098443729
287386073,0.411470230605544
604798653,0.397457726361454
319828490,0.629208788782584
690095244,0.41432905216155
470520087,0.405020591124325
683417469,0.414021882343454
422826503,0.620971150873853
704594803,0.498418981782076
468465146,0.404483569469991
554086407,0.41211929613908
471970790,0.415030598220633
119643089,0.523015339490123
562440512,0.410360232198615
175812586,0.587798553482534
556156178,0.401608291240899
176745684,0.413064198961972
124925794,0.424261331931232
567318908,0.413853147122436
742846081,0.539881037535419
627976009,0.413429009179922
322846511,0.398140445622768
509449419,0.41334407924467
616634323,0.404781631712571
152225092,0.403356135659289
442165277,0.637456189579954
701259397,0.602643894731255
356598750,0.472785089405477
370479327,0.758069177615597
804804841,0.397338310743079
285418517,0.392048492662758
632621371,0.432594491183371
378709744,0.387470291870681
707240974,0.410719665334446
476823506,0.404768664407234
392118559,0.397942615453991
804951840,0.453842511729568
494345832,0.41726710537476
672211290,0.576129742014669
940570100,0.554873150829986
304094414,0.401217401551525
191147996,0.402644174432556
366538158,0.404869267000302
164678903,0.698138767807576
155573476,0.434955140726513
939774604,0.54903545386151
827266032,0.452049089107019
264522070,0.44441446772629
204391356,0.401649670571162
912390455,0.426481406935149
160310708,0.446278400507996
359025561,0.401332409642919
420855127,0.404590119361858
834026196,0.567662624568974
808899058,0.463319007717839
345200980,0.484619805093262
919029764,0.539054106138109
760449812,0.406971006671704
866071367,0.522885048493049
879601308,0.535010413634921
374983414,0.426228053960544
569758888,0.412961288442283
270812602,0.462262880702055
967345188,0.437780464617213
738735543,0.421760812833429
815476660,0.667112769327315
246600131,0.623171302290284
852082112,0.403131886584739
620218259,0.40947813839772
728750618,0.616277863263145
616779896,0.396876975211956
687212507,0.386281959547911
888120931,0.404557289201258
296780762,0.417404801369691
739950164,0.404914020113885
948819307,0.421545257989815
378264647,0.4317971266544
510855000,0.408546999843286
299028450,0.635802929997833
801038147,0.528586423580358
805922398,0.494749067044848
426294275,0.426682277457388
530479084,0.404298555349063
716149766,0.401522661882627
291552574,0.421314400737872
559754150,0.419777738139092
810874966,0.392262143114955
413140721,0.448445578852946
427992644,0.455822976184848
873840392,0.405520757261619
345734960,0.437017156314979
363540264,0.509846402225577
395114935,0.404669409176784
955359114,0.42472922327561
573989257,0.71138942861481
407917597,0.413387696205097
973746797,0.46315566667333
462687030,0.499037480575022
773784869,0.477941856804599
812851606,0.409715466615999
283141486,0.73431477857113
305931939,0.529683578793065
985051042,0.59323338324562
796603154,0.38796259524344
587974765,0.472619409304848
614383218,0.458195972128145
364014078,0.380472649672829
541509680,0.433817611437781
124098950,0.451079372133902
113929239,0.649976290524774
237825481,0.423137933528692
536234149,0.499117417170642
224001022,0.411124696606008
992703359,0.40503433938414
246051153,0.415137365598684
393927763,0.463051762558554
102878042,0.388881870544741
732070189,0.380916053523193
644507160,0.456387382883284
970317546,0.455271109755325
168009908,0.399475897623494
523295614,0.380250982883234
970277289,0.394650025383619
517671145,0.434015135267505
211625034,0.362712493091004
651612853,0.417022942481327
441276892,0.406266812723102
716063207,0.467296676587781
916372049,0.385341725568389
404343962,0.369295030527263
591603413,0.552962181345956
286849302,0.556845160362135
310254364,0.368901712397222
834476352,0.495608480997701
446558284,0.417438697784841
608043683,0.536532359335131
618699045,0.369091939568742
885796325,0.387182832216574
604391566,0.498820872324073
790667833,0.375872559035871
294601320,0.396838080313129
649647086,0.494245501414704
692245614,0.395576625020837
414961508,0.521802876139308
486813085,0.384238288055276
251219839,0.398890497037204
591825311,0.425476214413861
893730026,0.385687909220998
523933304,0.364680801624797
245346649,0.435661152508221
138661859,0.463473033038126
511394182,0.407041907038629
386838942,0.399211215271998
445475663,0.595858605268576
346910226,0.598872156003514
265224065,0.396923422897522
312518956,0.49618127300298
423604356,0.470637066287327
965112791,0.559932572210196
295188506,0.400015676754936
232950536,0.37730478079327
851192988,0.399944057268566
139027687,0.371286048082096
545873567,0.376973114572327
968844504,0.398750511133255
429214055,0.396654106008234
920201283,0.361110727691239
635854101,0.536608309964626
213877929,0.408251774409656
726322974,0.363166060599448
282654038,0.382156283639387
942747694,0.360056162181368
233277927,0.393265172929186
951179128,0.40422214488246
443810985,0.367666430423666
272346292,0.390700615016146
467048461,0.400107996869811
591451671,0.370267542307578
771284999,0.446231926781929
698844928,0.363950624888256
574422564,0.37874935801374
501134122,0.398142958726584
716963814,0.378153853634748
268197930,0.396737033259167
106323974,0.416162746174754
496017186,0.413646720676132
306236555,0.393730801070726
633080223,0.398582292032914
815216798,0.404177731133874
895888251,0.421717898330242
311632669,0.50058213083796
374091263,0.364978880904909
185250171,0.406468994569813
524919962,0.41783888620289
736095543,0.686216400661397
158824877,0.428041585661722
278394465,0.417886284828998
739532647,0.392364335288751
658038897,0.526411415141126
292473458,0.367885545968198
926924705,0.55055983497546
151428805,0.376619691879222
843741652,0.36768103298342
845821522,0.438843291321863
169070898,0.434064545110306
923194419,0.404054600508334
887915250,0.432647410426474
593640557,0.368967797231139
840760894,0.394577436061391
195023986,0.381676406094906
343601803,0.381306229492117
969637988,0.394523314463846
629150274,0.423294649919772
857769854,0.387922159765664
843468380,0.397577699626755
154011779,0.477210530956924
444308202,0.418038601647685
931542833,0.427112423905186
888657262,0.388687414746015
870137072,0.414997675496017
813893016,0.46630088587294
471695761,0.450459794646018
985095267,0.411377486601964
330939673,0.422446505712315
749174392,0.40776906987901
924419523,0.521193495913018
800320346,0.482582565150157
732930015,0.423389462894412
216833255,0.440563413468357
791134514,0.468707169373318
365221870,0.501258146469465
734520956,0.392195931250802
136413872,0.654862721945285
907696746,0.380817214756232
330223675,0.365613123494426
385390195,0.453378176284533
117900201,0.410510224116177
400170373,0.379096340608219
835451915,0.392392269396204
580994035,0.421663745401672
464627609,0.396757174952102
717113604,0.523953113567489
752275362,0.394949890747912
764816081,0.556656643820491
441913306,0.383500749077206
960190554,0.404988782984058
188683050,0.374601353068921
124599278,0.403099326860142
642706147,0.378231655829414
830796620,0.408550352445593
357234301,0.38188126448714
653677953,0.366032493246743
169022774,0.732934775543046
783433739,0.375718945133385
491313030,0.382333095562881
843904140,0.407951798732906
445010709,0.421697483689099
506426291,0.372489923909604
608929396,0.376768821751071
390177307,0.423537693895397
156007226,0.375959120602512
580983243,0.552886191161
193883041,0.389515122957394
504993715,0.394800277185606
486568318,0.387672154312361
