Doctor Identifier,Risk
596935281,0.40868605662712
869367773,0.483065350016288
985317870,0.421904959108674
152323990,0.420058164186087
695479203,0.740575523359445
757370048,0.40390792854492
226195925,0.410373341740802
338121337,0.470823809483517
592480476,0.417300549488888
215908907,0.435477978765883
987881470,0.395863263119787
584920079,0.385215964824788
506091059,0.546885993215487
142284612,0.369383795862218
470272705,0.483188580600353
465416390,0.380412899064815
985494052,0.388760143832015
686706771,0.369670970327979
673694232,0.574156191760608
532014181,0.546174320533541
405475681,0.617476316964389
228011018,0.382832500245832
683467703,0.593829680507184
987794778,0.376065927051126
538676018,0.556722417949449
463410563,0.444822975605762
431793873,0.437867015029261
557072389,0.37818302728753
628984684,0.402794080341777
472604952,0.370098289749941
653596648,0.768599951559965
150641010,0.399290927919991
382482264,0.368440346708848
439207772,0.385104371158038
155908713,0.371546431780864
132984673,0.380247473475551
806355633,0.379972470448252
938344571,0.504746802697062
748034269,0.386402054642223
911109123,0.451050359285859
674809114,0.390011359520356
728175403,0.556118298036714
500529407,0.596526847209252
439946932,0.410050423778301
953965258,0.413781912534825
949757198,0.392525348152141
861248961,0.559567365830745
519953140,0.372091139367492
243464697,0.391710048290314
787520710,0.375172114201775
323949312,0.417976900607607
499498322,0.422375641723345
112040943,0.547343229245892
439828715,0.422071217973378
456675315,0.464422854638765
746061828,0.569651546098862
191035718,0.484453253276704
701093137,0.466394464849311
152836211,0.519815115939556
593440735,0.49406571294606
506486907,0.437934154565302
891662300,0.702126158707174
116995221,0.455878308477944
247964032,0.401342452289975
570177691,0.435295773837394
839698954,0.442770936757223
288582160,0.54375697547551
762702828,0.416997407384724
761644444,0.417253998513367
889711836,0.441116430145726
926150440,0.619229777312611
637765737,0.495656140932377
864807911,0.568288238283512
964745492,0.417079054245121
941632501,0.519085167371136
849418599,0.669383955081718
950560708,0.494501934761116
643819132,0.434067199718812
437974463,0.543342083405329
113698861,0.406951823544708
145821682,0.450969400399399
749597580,0.416856692993851
881322687,0.420028385688571
937410976,0.45709274648212
248500991,0.413906851077095
847462865,0.433139774852884
834725136,0.406893331421134
738709252,0.454490684995256
888454161,0.408707369957384
965930819,0.571134690404704
405360859,0.419701774653823
596767289,0.412634888822274
253418412,0.407414670982109
251334554,0.521141067415886
560250297,0.485768495180564
239268760,0.432970310726818
476102930,0.518091606618259
613609292,0.443299161869689
431954065,0.488357958899108
697916425,0.434721133580052
483001239,0.429799570064986
825940050,0.412454977332859
155851478,0.438307243687949
751613231,0.408042927770145
138653977,0.533711066407151
562724862,0.407091669123168
912526221,0.407376435728151
184005349,0.415884717859142
848677356,0.424406795375252
261112050,0.431175009785936
860111073,0.415778656252103
379781594,0.496203258137602
993948100,0.409230265258143
410801269,0.584640214583718
255649886,0.40825563148178
590474981,0.48317833677416
326129247,0.426614856569021
212148151,0.407793015328259
987194109,0.449893778889071
455331207,0.415908890478519
898084338,0.424032703721947
882132670,0.410986939032827
786701334,0.51691249543993
673313486,0.435382136647916
727321597,0.423926601075947
877314232,0.475083459361373
172764855,0.417958419725161
911888603,0.440993947440976
565208325,0.442525170350623
510090401,0.669383955081718
757710395,0.48278329027342
775603206,0.428485855841599
872764589,0.73248522999817
223030427,0.420310147222881
361216919,0.424009379564522
403298837,0.419686761286527
921145113,0.438651036359362
265135687,0.717436695016127
152721315,0.449616462143616
878652090,0.413914528022929
771939942,0.434114942344849
842986255,0.424512527593183
656396786,0.434404826921413
122909011,0.429835975048002
344846453,0.408670178978492
372230342,0.538773020719464
528726026,0.417117721774234
806989853,0.412912837836142
750776631,0.558829852240603
414238964,0.564968244023439
750997093,0.449486616671159
451310121,0.406605193458188
279122375,0.488324082895115
670936392,0.406413773770002
712930354,0.670806202516175
111231613,0.42016524814175
847309112,0.41160094392234
487105575,0.502786063072646
256303335,0.434590257420478
964008163,0.41763404871265
298870526,0.431809315997426
461168833,0.455315007173765
473872940,0.413851708789257
960580144,0.421533260313237
676267305,0.423444650239341
924020437,0.41617630345095
623893705,0.511602476344613
672977113,0.55705073542024
842003335,0.422202344231984
490079833,0.419997215906207
523987995,0.453115231100048
629813168,0.534478775264678
984994497,0.455048147604214
186642572,0.55203136584666
372789438,0.511367368988536
959519658,0.429231707897251
532447132,0.406767720119571
501733288,0.595755373390693
424402043,0.442556726816077
434753849,0.425422343481833
888715565,0.420243862331143
943178542,0.406758368470594
440558048,0.417468411524089
257506818,0.411072251457123
333921348,0.414734600319374
977778578,0.413574774207062
760845257,0.421796854268678
864981148,0.449578328605302
781052004,0.52229941042866
303337726,0.427299517073352
973073394,0.41050434315925
780496471,0.442547821658842
210617884,0.411195271700132
495097810,0.51274673857137
870970275,0.436491435812768
727310467,0.419690674567984
475743838,0.414235596451302
892820395,0.413185342082937
651720689,0.410928968124563
196595453,0.510519217861498
526687455,0.453278667631086
428168041,0.442932212804369
639250217,0.646338672834802
331436620,0.420662862243887
336265681,0.44654729808736
628834365,0.528995986802479
897246354,0.603687376170439
408525321,0.438059015358156
950873831,0.410698518801844
706156326,0.417183234674145
690987556,0.570905871602917
318781325,0.407428623634265
839567597,0.434029104944642
179878842,0.562264972397732
907859958,0.426046108230036
169160839,0.593292220166075
379037751,0.415175547655528
543763080,0.58278736887854
387377144,0.511082964498903
325181002,0.415623372247634
168754913,0.630540911091618
760767791,0.412147823925636
885632457,0.423181007327761
889691082,0.579014173442119
707649547,0.428797277634953
664414740,0.432660132390215
679998553,0.59966777521845
382395362,0.584446087599736
409934246,0.426898150596307
968277988,0.521802029900513
853415775,0.411272441987935
610552171,0.487785775475585
879871561,0.55073499183387
741588448,0.440007932473046
984965286,0.632833238084918
493367842,0.419696348981398
307193588,0.561286771826487
176613562,0.431017014463576
480628768,0.480243303341313
717093013,0.417493996846433
847403902,0.494632889962928
285968938,0.473537890174927
503711280,0.435320611632559
669931324,0.48316927550448
672707087,0.444637393439294
360779586,0.66972172437589
875481772,0.637973886486121
116053963,0.422794397980735
846674618,0.484679669592622
193165401,0.41243174432938
372656547,0.4217940984951
654363204,0.453659857544191
420039785,0.468453639816536
849374333,0.377821653789263
134004941,0.596774273240779
613903918,0.389103824355902
327387276,0.372688397243812
641583037,0.445276861919034
409688964,0.370614786116053
411046611,0.420645454716836
458748788,0.522631590284501
310360351,0.388900008097872
662428566,0.423277976771589
550672893,0.379820871397424
367190590,0.509394758453579
546649958,0.394649334454595
123887986,0.391696620884536
350412553,0.43014470715471
563718061,0.422486305088953
225357725,0.399109663956073
896853854,0.372508461194919
267812564,0.544772112979012
607823504,0.387885668195987
302847462,0.454313317508709
954434359,0.374992690789992
169496761,0.423203175208391
793885421,0.596846576409913
559295806,0.375105278681899
516520938,0.393264266550818
321604026,0.532465318406678
426999031,0.414399837507141
166040416,0.700765412886272
447318718,0.380694982176446
882106340,0.375548826598266
754214413,0.372319843471681
518911464,0.530021308444352
490134150,0.375754518100841
698389036,0.464658089775358
475439432,0.492848952287305
109955980,0.468501578824926
914620073,0.378829274728568
791825853,0.448442848198232
486730022,0.400338286849094
637173554,0.401103321590439
832540955,0.373135374667822
652563097,0.374798507964114
708039327,0.416874518816689
122060618,0.375082737168833
702035219,0.534716121008192
289113252,0.593865325645983
488440172,0.473760569811066
513036602,0.387396604185301
367381640,0.369735714726472
658807533,0.481416292414261
292083111,0.437694128609966
445554495,0.381691158650368
267870918,0.369636993294751
566887316,0.42366448446427
846970011,0.43456756307487
